Model,Source,VideoID,Comment,Likes,PublishedAt
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,"I watched few of your reviews and it's hard to tell, which ones TWS are the best at the moment. Do you have any ranking for different price categories? Like 50$, 100$ etc.?",1,2021-07-26T15:08:19Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,That case looks premium and wowed me! Reminded me of the Pixel Buds 2! The earbuds design reminded me of the Beats but this is way better!,51,2021-07-26T14:47:44Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Would u rate anc and Sq higher than the comfobuds pro?,1,2021-07-26T14:00:56Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,"I appreciate the case and earbuds design
But the features are not🤣🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭 
GODBLESS ❤️",1,2021-07-26T13:59:56Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Redmi buds 3 pro or edifier neo buds pro,1,2021-07-26T13:52:15Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,i have been searching for review of this for almost 2 weeks now. finally got one today from one of my favorite reviewer. thanks.,3,2021-07-26T13:33:17Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Everything going great until... Poor controls. With the sheer volume of great choices there is no excuse for limited controls.,4,2021-07-26T13:16:10Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,I knew it would be decent until the battery life which is mediocre at best for anc mode on but for under rm 300 it's good value,2,2021-07-26T13:07:18Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,This is what probably will happen if a company decided to combine Pixel Buds 2 (case) and Samsung Galaxy Buds Pro (earbuds). 🤔,8,2021-07-26T12:30:10Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,"wowww man,this seems super premium...as always you delivered a great review sean...way to go",3,2021-07-26T12:29:00Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,"impressive that this has multipoint. that alone has got my attention. pity no volume control though. 

if you can get your hands on any Boltunes, would like to see your review on them.",14,2021-07-26T12:25:01Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Nice 😃👍,1,2021-07-26T12:10:19Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Ohhh nice those look amazing Sean,1,2021-07-26T12:07:28Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Wow 😍 Redmi buds 3 pro 😂👍 nice review 😎,2,2021-07-26T12:03:42Z
Redmi Buds 3 Pro,YouTube,bcoQWd24Zk8,Oh hell yeah big box to small box and then small container for the buds yey,2,2021-07-26T12:02:16Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Volume Badhane ki koi trick nahi hai ?😕,0,2022-10-16T13:25:36Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Gaming ke liye kaisa hai,0,2022-03-02T12:52:16Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,"Great review 🔥
I am impressed with Redmi Earbuds 3 Pro's call quality",0,2021-09-22T01:48:54Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,"premium design Earbuds with good clear & clean audio sound, battery backup 😍",0,2021-09-17T07:26:39Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Great video 👍,0,2021-09-16T09:00:55Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Nyc ear buds with these quality are awesome,1,2021-09-16T08:35:28Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Best in category 🤘🤘🤘,0,2021-09-16T07:00:12Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Awesome battery capacity 😍😍,0,2021-09-16T06:50:17Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Since last 4 years i am using wired headphones and i am fed up of using wired headphones and that's why  I want to win Redmi Earbuds 3 pro  Tws,0,2021-09-15T16:07:53Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Mic ka quality badia hain 👌,0,2021-09-15T15:04:56Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Superb sound quality and excellent bass.,0,2021-09-15T13:58:16Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Awesome 😎,1,2021-09-15T12:34:51Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Nice earbuds,0,2021-09-15T05:37:19Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,Armin is a sellout.,0,2021-09-14T09:43:11Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,nice.. not that gud..,0,2021-09-14T09:10:33Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,❤️🤞🏻,0,2021-09-14T08:36:38Z
Redmi Buds 3 Pro,YouTube,k-vtthFlcN0,First like and comment frm me,0,2021-09-14T08:32:52Z
Redmi Buds 3 Pro,YouTube,EOpvyJTaf0I,"Sala flipkart ne ganda redmi buds 5 pakda diya tha (sensor not working, case garbage). Return kiya hai abhi (refund). Now what should I buy? ☹️ mujhe product to pasand aaya hai but... I'm afraid of flipkart MFs giving another garbage ☹️☹️☹️",2,2025-10-12T07:44:01Z
Redmi Buds 3 Pro,YouTube,EOpvyJTaf0I,❤️❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😮😮😮😮😮😮😮😊,0,2025-10-02T07:54:31Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,The only thing I hate about the buds is the case it looks so ugly,0,2025-07-10T22:52:14Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,I owned one. It's not working well on calls. That's so sad.,0,2024-04-09T11:22:22Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"It's 2024 and this Redmi 3 Pro still holds out even to current competitors! Great earbuds, wireless charging, Multi-point connection, excellent ANC even by 2024 standards, great balanced sounds. I got this brandnew now for just $23 USD. One of my favorite earbuds.",1,2024-04-03T17:10:12Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"mine broke, the left earpiece literally after one week after it dropped from like 3 feet. The volume wasn't that great either, not a very good buy for me.",0,2024-03-29T17:01:40Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hey, i know it's an old video but i just cant find any compression between this earbuds and soundpeats mini hs pro, and i know you or maybe the pepole here know which one sound better and anc. So I'll love any replay, thanks for quality content!",0,2023-10-26T11:17:00Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Just bought one yesterday for about 46 dollars,0,2023-10-17T02:47:36Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"I have this airpod and I can't use it in call mode in crowd, how do you say this is good👎",1,2023-05-03T12:10:43Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Is it the same with the global version?,0,2023-05-03T00:33:08Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Very good video. Could you try the redmi buds 4 pro?,0,2023-04-02T23:03:31Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Crossfit??? 😂😂😂,0,2023-02-04T14:56:38Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,who has this and recommends for it to be bought ??,0,2023-01-11T07:58:40Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Is it really wireless charging?,0,2023-01-08T11:09:29Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,after more than one year.. is it alive?!,2,2022-12-17T00:06:38Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Hi! Could I use them on multipoint confection But on two phone- IPhone 14 Pro and Zflip 4? The same Time? I mean I want to use just One  Bud and when One phone rings to answer and than the other rings and I can still answer from the same Bud,0,2022-11-14T20:17:40Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Can i use each side independently!?,0,2022-11-03T10:28:44Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,I have had 3 pairs....worked only over three months. Always have had problems with sound level - nothing was heard in the headphones.,0,2022-10-17T18:20:43Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"""小爱同学"" this is the app for these earbuds",0,2022-10-12T01:51:17Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"No volume control is a total deal breaker, wow.",0,2022-10-02T04:36:33Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Got them for 3 days and I need to say, that the overall quality is pretty neat. The software doesn't work for all redmis (I got note 9 pro and I needed to download the app). The buds sit good in the ear and the anc is pretty neat. The sound isn't the best of the best but they sound like 60 dollars tho. It's worth the money but I think I will buy better ones after those get lost or break.",2,2022-09-14T11:59:16Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,The wide-angle of your camera is too wide [eg. your hands appears giantly before the side of your head]. Cheers,0,2022-08-27T21:45:05Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hello! 
I'm wondering, if you've tried the anker soundcore liberty air 2 pro, which of the 2 buds (this and the ankers) would be a better buy? (in my country the ankers are 65 dollars and the xaiomis are 80 dollars)",2,2022-07-25T04:33:20Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,This is the best review of the  buds 3 pro I've seen. It had all that I needed to know and was presented in such a professional yet charming way that I really enjoyed it. Thank you!,2,2022-07-14T06:16:08Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hey @picky audio, any open ear or semi in ear buds with multipoint under 60usd",0,2022-06-27T16:53:55Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"It's unfortunate mine had connectivity issues and the sound quality was flat with no EQ adjustability. The Mi Buds M8 app helped customize but yeah no EQ adjust. The buds also give off Shrek vibes too LOL

It sucks the Buds 4 Pro don't have wireless charging but these do",0,2022-06-09T15:46:21Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,very nice and beautiful,0,2022-06-05T17:51:10Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,what about mi buds 3t pro,0,2022-05-22T17:30:05Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Xiaomi Redmi Buds 3 Pro and Soundpeats Mini Pro headphones, which one should I choose? 
Thank so much",0,2022-05-21T03:49:55Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,I am watching this video while using these earbuds 😁😁,2,2022-04-25T17:11:43Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Realme earbuds 3 pro ή huawei 4i,0,2022-03-31T21:20:47Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Quick question is it possible to hear both your laptop and smartphone at the same time? for example a zoom call in the computer + music from the phone? I want this because I hate auto-switching. 

Thanks",0,2022-03-23T23:44:51Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,I my country 60 dollars is high end xd plus they are 75 in my country,0,2022-03-23T10:17:56Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,App for iPhone doesn’t exist ?!?,1,2022-02-21T18:31:58Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Sound and mic quality is superb!! but bad thing is the VOLUME!!! I prefer a high volume!! thanks you said it on the last minute of your review bro!!👌,3,2022-02-20T04:56:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hello! Did you also experience random disconnection issues, especially when using it for Zoom, Messenger or any other calls. If so, how did you resolve it? Thank you so much!",0,2022-02-17T20:45:14Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Can they be connected to samsung s10,0,2022-02-04T22:03:51Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Please...if you know and you can help me : which is the better choice between Realme Buds Air 2 and Redmi Buds 3 Pro ???,0,2022-01-23T15:08:00Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Thanks for the review. I just want ask 1 question about transparency. What if goes cyling did the sound of the wind like you blow the microphone with wind or the sound like natural? I mean still hear the outside traffic with out noise wind? 
Thanks",1,2022-01-15T00:26:23Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Those or galaxy buds+?,0,2022-01-02T10:26:36Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"great review man, just what i was looking for.",1,2021-12-27T20:20:42Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"You said it take 10 minutes for 3 hours of usage, which is awesome, but then go on to say that 1 hour is needed for charging dead to full. Going by 10 minutes for 3 hour usage it should take 20 minutes charge for 6 hours usage. 6 hours should be max usage.",3,2021-12-22T01:25:29Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,actually there is volume control gesture,0,2021-12-17T15:48:08Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Can someone tell me how to get the App at 4:18?,0,2021-12-13T16:59:03Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,These are trash don't buy em the value is so low you can't here what your music. Keep in mind there's review people get free stuff so there not going to say they should like trash or they won't get any more free stuff. So pretty much scammers if you ask me,0,2021-12-08T22:13:52Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Mi buds m8 app allows all android to use the app with the earbuds and turn of anc,15,2021-11-22T09:42:42Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Will this buds work for the gym or is the volume too low?thank you.,1,2021-11-20T08:24:05Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hi, may i ask how did you connect the earbuds to you macbook? Thanks",0,2021-11-18T15:20:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hello, I have a Redmi Note 10 Pro but can't find the settings. What did you do to unlock them?",0,2021-11-18T09:31:05Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Is this better than the edifier nb2 pro?,0,2021-11-15T16:26:03Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"So I got these coming off Galaxy Live and a pair of over heard XM4s. I was very hyped with the feature set, but I found them very lacking in sound richness vs the galaxy live. Not to mention noise cancelling as well when my only reference is the XM4. 

Will return the Redmi buds. If I forgo the multipoint, what would you recommend if I'm looking for slightly better ANC and sound quality on par with Buds live?",1,2021-11-10T11:41:38Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,pretty good review ! anyway i think you can try Mi Buds M8 third party app to customize the ANC and other,0,2021-11-09T12:18:10Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Hello does the third party app mi buds m8 work for these?,0,2021-10-31T04:08:54Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"So, you can't turn off ANC and transparency mode?",1,2021-10-30T11:18:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,There is a 3rd party app called mi buds m8. Full function on any phone. I think it's better than my Samsung buds pro and my free buds pro.,5,2021-10-27T14:30:23Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Really nice review! The only thing I would have liked to see is, when you're talking about your tests (like the one where you go to your car to test the noise cancellation) it would make the video more interesting if you recorded some B roll of you doing that test to put it while you talk on the background, no sound needed from those clip, just the image of you in the car using the buds or something to make the video more visually pleasing. Other than that, good job!",7,2021-10-22T11:47:30Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hello, picky. I have a bit of question. Have you tried the options of bluetooth codec supported by Redmi Buds 3 Pro? Because my friend who have just bought them said this buds can also support LDAC codec.",1,2021-10-17T09:59:38Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,And does the UI thing work with Poco x 3 pro phone,1,2021-10-16T08:11:47Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Would you recomend this or soundpeats h1 ?
This video is just awesome",1,2021-10-15T14:28:08Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Good for the first few months till they stop working. Even though the price is ok, it's still too expensive to rebuy it every 3 months. 

Terrible support from Xiaomi, no app support even still. 

Definitely skip these and get something better.",0,2021-10-13T11:48:17Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,How to enter the settings ?,0,2021-10-10T04:07:02Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"which is better? , this or beats studio buds, in terms of sound quality and ANC",0,2021-10-09T08:30:32Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"I just bought it 2 days ago. I experienced the same quietness for loudness. But, it's great alternative to my sony wired XB-75 earbuds. I just use this if I go workout. But when I stayed down, I'll go grab my Sony",3,2021-10-05T10:56:39Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Such a good review, keep going man.",1,2021-10-05T10:47:23Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"So as a bass lover, should I pick these or should I try to look for a product with heavier bass? I couldn't really get that from your review. For the rest, great job 😄",3,2021-10-05T08:20:11Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hey, in terms of ANC. What do u recommend more, the soundpeats t2 or this the redmi buds 3 pro?",1,2021-10-04T00:38:13Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,What are the best ear buds you've ever tested? Let me guess. SONY?,2,2021-09-30T22:18:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,which app for setting this earbuds?,1,2021-09-30T07:16:16Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Plz tell me best mobile xiaomi, mi
 Lite 5g ,  11t pro
 Plz tell me. Poco f3
Fast answer me",0,2021-09-29T18:16:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"In so sad 
 No launch in india",0,2021-09-29T18:13:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hey, I bought the exact airdots a month ago and I am having a lot of microphone issues, both on laptop and my android phone. My sound is always muffled and the background noise is actually more audible than my own voice during calls and meetings.

The biggest bummer is that it's app is in Chinese language with no translation available. I saw your video and the microphone test sounded really great. Can you please tell me what settings are you using for it to give best Microphone results? Maybe my settings are messed up 🤷🏻‍♀️

Thanks!",2,2021-09-29T07:05:08Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,wth one can't turn noise cancelling off if one don't have xiaomi phone!!!. watch till that and stop. need not watch further as i definitely not going to buy this earbud if one can't turn on and off noise cancelling,0,2021-09-28T13:37:30Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Very detailed review. Keep making reviews mate it will pay off. 😉,2,2021-09-23T17:04:15Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Thanks for the video. Can you offer Buds 3 Pro or Jabra 75t or 85t? Thanx for the answer,0,2021-09-22T10:32:07Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,How do u switch off anc when u don’t have the app ? Long touch is only to toggle between anc & transparency mode,2,2021-09-22T09:49:12Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Sadly no aptx.,1,2021-09-18T08:28:01Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hi Bro, How'd you get the app for the redmi buds 3 pro?",1,2021-09-11T14:42:55Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Would you rather choose this over soundpeats t2 ?,1,2021-09-10T13:08:04Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,If price no issue which is better these or airpod pro it sounds like mic on these is better than airpod pro could it be? By how much better?,1,2021-09-09T18:55:31Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,how does this compares to the higher end models such as sony xm3/xm4?,1,2021-09-06T13:56:07Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hey! 
Nothing ear (1) vs Galaxy Live Beans? I get em for same price in my country, so which one to go. Latency while watching TV is a factor for me, sound and call matter also. Please help with one",0,2021-09-04T21:49:57Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hi bro, can you compare this to the fiil cc pro, fiil t1 pro and the 1more comfobuds pro? Please!!! I hope you read my comment🙏🙏🙏",0,2021-09-04T10:52:59Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Plz compare soundpeats mac with q and truecapsule 2,0,2021-09-04T09:47:51Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Picky!! Congrats on 10k, well deserved ❤ Bought the soundpeats trueair2 thanks to you and Kenneth's reviews :D",0,2021-09-04T04:53:48Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Do you recommend this over the soundpeats h1?,0,2021-09-04T02:59:58Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Which out of these 3 is the best option
Earfun air 2 pro , Redmi earbuds 3 pro and edifier tws nb2 pro?",1,2021-09-01T21:24:24Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Please review the UE fit! ♥️♥️ :D,0,2021-08-31T22:39:18Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,So they work with Siri?,0,2021-08-31T21:19:22Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Hello! I am currently looking for iems under $100 but have been a bit overwhelmed by all the choices! 

Main features I look for:
-Sound quality 
-ANC
-Ambient Sound
-Workout Certified

So far, the Jabra Elite 75t and the Soundpeats T2 seem to be the best in this category. Which one would you recommend? Have another iem that you think would be even better?

One of the best reviewers on YouTube! I truly enjoy you content! Thank you for your time! 🙌",2,2021-08-31T20:12:17Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Great video, the design reminds me of the 1More Colorbuds",1,2021-08-31T16:17:31Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"OMG been waiting for a multipoint connection earbuds for ages, hope to see more of this tech to roll out more later this year
BTW how is the transparency mode ? does it sound muffled when you speak ?",4,2021-08-31T06:00:11Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Seriously impressed with the phone call quality 😲.

Super microphones, balanced sound, fairly compact charging box, wireless charging, decent autonomy and especially multipoint all that at $50, Xiaomi take my money 🤩.",18,2021-08-30T22:22:05Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,The design reminds me 1MORE ColorBuds,0,2021-08-30T21:32:40Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,I have Xiaomi device. How can i download the app ?,0,2021-08-30T12:17:10Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Awesome Picky review.  Too bad on volume. Volume control is a necessity though.,2,2021-08-30T10:46:55Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Getting there to 10k Subs! One of my favourite review channels💪🏻,1,2021-08-30T07:03:00Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,When indonesia launch this ....,0,2021-08-30T06:21:34Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Yes!!!!  Multi-point connection.  Why don’t more buds have this feature?,10,2021-08-30T00:02:10Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Would you be able to review UGREEN HiTune X5 tws? Or provide your opinion about it?,0,2021-08-29T21:18:00Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Still waiting for your Galaxy Buds 2 review 🧐,1,2021-08-29T17:31:42Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Thanks for another IN DEPTH review! 😝 I like how you take the time to thoroughly test all of the buds in your reviews. I also noticed you added a latency test fairly recently so it's obvious that you're trying to even further improve and refine your process. All of your extra work is appreciated and it really sets you in a class above the majority of reviewers. Keep up the excellent work! 😁👍👏,29,2021-08-29T16:41:28Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Thanks again for great content as always great job.   However that would be a hard pass for me with questionable performance, limited controls, locked ecosystem are not particularly compelling arguments to consider pulling the trigger on these buds That are feature locked in its own ecosystem.",5,2021-08-29T15:09:03Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Great review. Any chance you could review the xiaomi flipbuds pro?,1,2021-08-29T13:58:06Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,These sound good for my backup to my Plantronics Voyager Focus for business. Unfortunately I won’t buy anything on Ali express because if they don’t fit or break I can’t take them beck like I can on Amazon,1,2021-08-29T13:25:05Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,The noise cancelling mic is the best I've ever heard. Too bad about the volume control.,6,2021-08-29T13:19:42Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Been waiting for you to make the review so much, thank you for the in depth review!",1,2021-08-29T12:45:25Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Once again and amazing review Mate.,1,2021-08-29T11:49:42Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Man the volume thing is a killer. AWESOME review PICKY ! LOL,2,2021-08-29T11:00:35Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,amazing ❤️,1,2021-08-29T10:55:39Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Great to see another video 👌🏻,1,2021-08-29T10:48:48Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Wauw, multipoint and individual earbud use. Jabra has no excuse! Great vid",9,2021-08-29T10:22:53Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Edifier Neobuds Pro!!!!!,2,2021-08-29T10:21:11Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,The mic performance seems to be pretty good. Multipoint pairing is a pretty good plus point too. Thanks for the review! Do these work well with spinfits? Had a pair of tws that didn't fit in the case properly after swapping out the bundled tips for spinfits,5,2021-08-29T10:16:19Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,"Mann... i was waitin' for some of my trusted reviewers to try the Redmi Airdots 3 Pro (Buds 3 Pro), just because i wanted a budget tws with decent Transparency mode, since my Samsung Buds Pro died on me last week. 
They do have an integrated ""app"" in the latest MIUI 12.5.2 like you said, wich is nice since i have a Poco F2 Pro, if not, i think you can use the Mi AI (chinese) app in any android phone (at least on the Airdots 3 Pro).
So... at least transparency mode is quite natural, that's good; lack of volume? pfft i never listen to my buds at over 40-50% volume anyway and Balanced Sound Signature tuning, my type of earbud overall =D
Thanks for reviewing this, dude.",5,2021-08-29T10:15:44Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,Hey i like your in depth review but can you unbox and review of earfun airpro 2 newly launched buds,4,2021-08-29T09:58:32Z
Redmi Buds 3 Pro,YouTube,fR1lMFK4ibU,⛈🥲,1,2021-08-29T09:51:43Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,gayang gaya tlga sa iphone hahaha,0,2023-05-16T10:07:38Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,Best tws for me.,0,2023-03-16T12:09:25Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,My left bud isn't charging. Anything I can do to fix this?,0,2022-07-07T06:40:46Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,I just bought these and very disappointed with the sound... Music is very medium without any bass.. Very sad,0,2022-04-20T12:44:13Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,What is this like compared to wf c500!,0,2022-04-09T20:53:00Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,This is what I have and I got a lovely pink case for it. I love the sound quality and noise cancellation. Plus the design is so chic. I recommend it for ladies. Very discrete on the ears.,0,2022-03-17T01:01:15Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,"Fantastic Review like always, I wonder if The Redmi Buds 3 Pro is better than the ZMI Purpods Pro",1,2022-03-05T09:27:08Z
Redmi Buds 3 Pro,YouTube,ro1AixUKemc,Please .... which is the better choice between Redmi Buds 3 Pro and Realme buds air 2 ???,1,2022-01-27T09:05:34Z
